NoDefaultNextMonth (label),Married,Single,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,EducationLevel_ord_0,EducationLevel_ord_1,EducationLevel_ord_2,EducationLevel_ord_3
1.0,0,1,3800,110,0,0,3,3800,0,1.0,1.0,1.0,0.0
1.0,0,0,1540,60,0,0,3,1520,60,1.0,1.0,1.0,0.0
1.0,0,1,2160,110,0,0,3,2110,90,1.0,1.0,1.0,0.0
1.0,0,1,1410,150,0,0,5,1280,150,1.0,1.0,1.0,1.0
1.0,0,1,930,60,0,0,0,930,0,1.0,1.0,1.0,0.0
1.0,1,0,900,350,0,2,4,880,350,1.0,1.0,1.0,0.0
1.0,0,1,140,40,0,3,0,60,40,1.0,1.0,1.0,0.0
1.0,0,1,40,40,1,6,0,40,0,1.0,1.0,1.0,1.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,1,0,1840,130,0,0,0,1640,130,1.0,1.0,1.0,0.0
1.0,1,0,70,80,3,6,0,0,70,1.0,1.0,0.0,0.0
1.0,0,1,780,740,3,6,0,780,60,1.0,1.0,1.0,0.0
1.0,0,1,620,620,2,5,0,50,620,1.0,1.0,1.0,1.0
1.0,1,0,1540,110,0,0,6,1400,60,1.0,1.0,0.0,0.0
1.0,1,0,2120,200,0,0,0,1770,90,1.0,1.0,1.0,0.0
1.0,1,0,10,20,1,6,0,10,0,1.0,1.0,0.0,0.0
1.0,0,1,540,540,3,5,0,60,540,1.0,1.0,1.0,1.0
1.0,0,1,580,50,0,0,6,550,0,1.0,1.0,1.0,0.0
1.0,1,0,4310,450,0,1,0,4190,0,1.0,1.0,1.0,0.0
1.0,1,0,860,110,0,0,0,650,110,1.0,1.0,1.0,0.0
1.0,0,1,280,0,5,6,0,280,0,1.0,1.0,1.0,1.0
1.0,1,0,790,60,0,0,0,580,50,1.0,1.0,1.0,0.0
1.0,1,0,6270,440,0,0,0,5700,240,1.0,1.0,1.0,0.0
1.0,0,1,930,800,2,0,3,820,0,1.0,1.0,1.0,1.0
1.0,0,1,2220,130,0,0,3,2220,130,1.0,1.0,0.0,0.0
1.0,0,1,2440,90,0,0,6,2430,0,1.0,1.0,1.0,0.0
1.0,1,0,3220,210,0,0,2,3080,210,1.0,1.0,1.0,0.0
1.0,1,0,590,60,0,0,6,540,50,1.0,1.0,1.0,0.0
1.0,1,0,4160,150,0,0,1,4160,150,1.0,1.0,1.0,1.0
1.0,0,1,370,320,1,3,0,370,30,1.0,1.0,1.0,0.0
1.0,0,1,5980,620,0,0,6,5220,240,1.0,1.0,1.0,0.0
1.0,0,1,1470,310,0,6,0,1290,90,1.0,1.0,1.0,1.0
1.0,0,1,60,60,2,6,0,60,50,1.0,1.0,0.0,0.0
1.0,0,1,110,110,2,6,0,60,0,1.0,1.0,1.0,0.0
1.0,0,1,3410,310,0,0,3,3360,180,1.0,1.0,1.0,0.0
1.0,0,1,1080,90,0,0,6,1020,50,1.0,1.0,1.0,0.0
1.0,1,0,320,60,0,0,0,230,60,1.0,1.0,0.0,0.0
1.0,1,0,1510,80,0,0,3,1490,70,1.0,1.0,1.0,1.0
1.0,0,1,1020,1020,3,6,0,40,1020,1.0,1.0,1.0,1.0
1.0,0,1,3850,460,2,3,3,3390,150,1.0,1.0,1.0,0.0
1.0,1,0,1380,40,0,6,0,1380,40,1.0,1.0,1.0,1.0
1.0,0,1,1220,70,0,1,0,1130,70,1.0,1.0,1.0,1.0
1.0,0,1,250,60,0,6,0,250,60,1.0,1.0,0.0,0.0
1.0,0,1,9630,730,0,0,6,9110,380,1.0,1.0,0.0,0.0
1.0,1,0,600,40,0,0,6,540,40,1.0,1.0,0.0,0.0
1.0,0,1,560,50,0,0,6,510,50,1.0,1.0,1.0,1.0
1.0,0,1,370,370,1,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,240,240,2,6,0,70,0,1.0,1.0,1.0,1.0
1.0,0,1,3400,80,0,0,3,1840,70,1.0,1.0,1.0,0.0
1.0,1,0,580,50,0,0,0,570,0,1.0,1.0,1.0,0.0
1.0,1,0,1530,30,0,0,3,1530,30,1.0,1.0,1.0,0.0
1.0,0,1,5250,250,0,0,6,4870,250,1.0,1.0,1.0,1.0
1.0,1,0,3240,760,2,5,0,3240,760,1.0,1.0,1.0,0.0
1.0,0,1,1470,120,0,0,6,1260,120,1.0,1.0,1.0,0.0
1.0,1,0,1870,90,0,0,0,1680,60,1.0,1.0,1.0,1.0
1.0,0,1,600,70,0,0,6,550,0,1.0,1.0,1.0,0.0
1.0,1,0,850,60,0,0,0,850,60,1.0,1.0,1.0,0.0
1.0,0,1,360,40,0,0,0,350,0,1.0,1.0,1.0,0.0
1.0,0,1,2880,130,0,0,0,2600,100,1.0,1.0,1.0,0.0
1.0,0,1,1310,1680,5,6,0,0,20,1.0,1.0,1.0,1.0
1.0,0,1,10010,440,0,0,6,9850,400,1.0,1.0,1.0,1.0
1.0,1,0,320,310,1,2,4,0,0,1.0,1.0,1.0,1.0
1.0,1,0,80,2160,3,6,0,40,30,1.0,1.0,1.0,0.0
1.0,1,0,2270,160,0,0,0,2210,160,1.0,1.0,1.0,0.0
1.0,1,0,870,70,0,0,6,860,50,1.0,1.0,0.0,0.0
1.0,0,1,560,50,0,0,5,480,40,1.0,1.0,0.0,0.0
1.0,1,0,800,60,0,6,0,800,60,1.0,1.0,1.0,0.0
1.0,0,1,680,610,2,2,0,400,610,1.0,1.0,1.0,0.0
1.0,0,1,4460,400,0,0,6,4050,0,1.0,1.0,1.0,1.0
1.0,1,0,2000,610,0,0,1,1170,60,1.0,1.0,1.0,0.0
1.0,0,1,360,60,0,6,0,320,60,1.0,1.0,1.0,0.0
1.0,0,1,50,0,0,6,0,50,0,1.0,1.0,1.0,0.0
1.0,0,1,230,280,4,6,0,230,100,1.0,1.0,1.0,1.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,1080,90,0,0,3,910,90,1.0,1.0,1.0,1.0
1.0,0,1,310,140,1,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,1610,60,0,0,2,1590,60,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,0.0,0.0
1.0,1,0,580,0,0,6,0,580,0,1.0,1.0,0.0,0.0
1.0,0,1,1520,210,0,0,0,1270,120,1.0,1.0,0.0,0.0
1.0,1,0,350,1530,2,6,0,80,200,1.0,1.0,1.0,1.0
1.0,1,0,340,40,0,4,0,240,40,1.0,1.0,1.0,0.0
1.0,1,0,1300,120,0,0,6,1300,70,1.0,1.0,1.0,0.0
1.0,0,0,6770,6750,1,1,0,6770,200,1.0,1.0,1.0,1.0
1.0,0,1,80,60,1,6,0,80,0,1.0,1.0,1.0,1.0
1.0,0,1,5330,460,0,0,2,4780,310,1.0,1.0,1.0,1.0
1.0,1,0,400,400,2,6,0,290,0,1.0,1.0,1.0,1.0
1.0,1,0,210,200,2,6,0,100,0,1.0,1.0,1.0,1.0
1.0,0,1,880,150,0,2,3,840,90,1.0,1.0,1.0,0.0
1.0,0,1,1530,130,0,0,2,1450,130,1.0,1.0,0.0,0.0
1.0,0,1,3430,150,0,2,0,3430,150,1.0,1.0,1.0,1.0
1.0,0,1,3110,170,0,0,6,2970,90,1.0,1.0,1.0,0.0
1.0,0,1,6040,340,0,0,6,6020,260,1.0,1.0,1.0,1.0
1.0,0,1,10500,350,0,0,4,10500,340,1.0,1.0,0.0,0.0
1.0,1,0,340,160,1,6,0,30,140,1.0,1.0,1.0,0.0
1.0,1,0,250,250,2,6,0,200,50,1.0,1.0,0.0,0.0
1.0,1,0,20,10,0,6,0,20,0,1.0,1.0,0.0,0.0
1.0,1,0,9890,2440,0,0,6,9890,0,1.0,1.0,1.0,1.0
1.0,0,1,140,150,3,6,0,40,0,1.0,1.0,1.0,1.0
1.0,1,0,2180,90,0,0,6,2180,90,1.0,1.0,1.0,1.0
1.0,0,1,270,160,2,6,0,20,20,1.0,1.0,1.0,0.0
1.0,0,1,4590,180,0,0,6,4590,170,1.0,1.0,1.0,1.0
1.0,1,0,10,10,1,6,0,0,0,1.0,1.0,1.0,0.0
1.0,1,0,70,70,3,6,0,10,70,1.0,1.0,0.0,0.0
1.0,0,1,1400,60,0,6,0,1250,60,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,50,90,2,6,0,0,0,1.0,1.0,0.0,0.0
1.0,0,1,1530,60,0,0,3,1500,60,1.0,1.0,1.0,0.0
1.0,0,1,310,80,0,0,5,210,80,1.0,1.0,1.0,0.0
1.0,1,0,1070,70,0,0,6,1020,60,1.0,1.0,0.0,0.0
1.0,1,0,2180,90,0,0,3,2140,90,1.0,1.0,1.0,0.0
1.0,0,1,20,20,0,6,0,20,20,1.0,1.0,0.0,0.0
1.0,1,0,40,40,3,6,0,20,40,1.0,1.0,1.0,0.0
1.0,1,0,3010,600,0,0,2,3010,110,1.0,1.0,1.0,1.0
1.0,0,1,90,40,1,6,0,90,30,1.0,1.0,1.0,1.0
1.0,1,0,20,20,1,6,0,10,0,1.0,1.0,1.0,0.0
1.0,1,0,1540,120,0,0,2,1460,120,1.0,1.0,1.0,1.0
1.0,1,0,1180,3790,3,6,0,380,420,1.0,1.0,1.0,1.0
1.0,1,0,780,150,0,1,1,780,0,1.0,1.0,1.0,0.0
1.0,1,0,4790,410,0,0,5,4130,210,1.0,1.0,1.0,0.0
1.0,0,1,80,150,1,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,0,80,160,3,6,0,20,30,1.0,1.0,1.0,1.0
1.0,0,1,1290,1290,2,6,0,70,0,1.0,1.0,1.0,1.0
1.0,1,0,1510,60,0,0,0,1510,50,1.0,1.0,1.0,0.0
1.0,0,1,2800,3210,1,0,0,2640,0,1.0,1.0,1.0,1.0
1.0,0,1,310,300,2,2,2,190,30,1.0,1.0,0.0,0.0
1.0,1,0,1470,280,1,5,0,750,140,1.0,1.0,1.0,1.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,9720,580,0,0,0,8840,400,1.0,1.0,1.0,0.0
1.0,1,0,890,90,0,6,0,780,60,1.0,1.0,0.0,0.0
1.0,1,0,2420,90,0,0,6,2390,90,1.0,1.0,1.0,0.0
1.0,0,1,1560,90,0,0,6,1560,0,1.0,1.0,1.0,0.0
1.0,0,1,300,40,0,0,5,230,40,1.0,1.0,1.0,0.0
1.0,1,0,30,40,3,6,0,10,10,1.0,1.0,1.0,1.0
1.0,0,1,4580,150,0,0,6,4140,150,1.0,1.0,1.0,1.0
1.0,0,1,1490,1490,3,5,0,500,40,1.0,1.0,1.0,0.0
1.0,1,0,2440,300,0,0,0,2010,300,1.0,1.0,1.0,1.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,900,60,0,0,6,870,50,1.0,1.0,1.0,0.0
1.0,0,1,580,90,0,0,3,430,0,1.0,1.0,0.0,0.0
1.0,1,0,110,0,0,6,0,110,0,1.0,1.0,1.0,1.0
1.0,0,1,1530,40,0,4,1,1530,40,1.0,1.0,1.0,0.0
1.0,1,0,200,170,2,6,0,200,30,1.0,1.0,1.0,0.0
1.0,0,1,5300,560,0,0,6,4680,60,1.0,1.0,1.0,1.0
1.0,0,1,130,120,2,6,0,40,60,1.0,1.0,1.0,0.0
1.0,0,1,8540,310,0,0,4,8300,310,1.0,1.0,1.0,1.0
1.0,0,1,680,140,0,0,6,560,90,1.0,1.0,1.0,0.0
1.0,0,1,10,10,1,6,0,0,10,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,2490,790,0,0,6,1520,0,1.0,1.0,1.0,1.0
1.0,0,1,260,60,1,5,0,260,30,1.0,1.0,1.0,1.0
1.0,0,1,20,20,4,6,0,0,20,1.0,1.0,1.0,1.0
1.0,0,1,220,40,0,0,0,170,0,1.0,1.0,0.0,0.0
1.0,0,1,280,40,0,0,4,200,40,1.0,1.0,0.0,0.0
1.0,1,0,4520,460,0,0,0,3610,110,1.0,1.0,1.0,0.0
1.0,1,0,3050,120,0,0,0,2710,80,1.0,1.0,0.0,0.0
1.0,0,1,520,520,2,6,0,260,520,1.0,1.0,1.0,1.0
1.0,0,1,960,90,0,0,0,850,0,1.0,1.0,1.0,1.0
1.0,0,1,3940,220,0,0,6,3940,0,1.0,1.0,1.0,0.0
1.0,1,0,880,60,0,0,6,880,60,1.0,1.0,1.0,0.0
1.0,1,0,70,0,0,6,0,70,0,1.0,1.0,1.0,0.0
1.0,0,1,10250,9550,0,0,4,9990,490,1.0,1.0,1.0,0.0
1.0,0,1,240,60,0,0,0,130,50,1.0,1.0,1.0,0.0
1.0,0,1,640,270,0,0,0,350,0,1.0,1.0,1.0,0.0
1.0,1,0,3500,310,1,2,2,3500,150,1.0,0.0,0.0,0.0
1.0,1,0,1860,150,0,0,4,1840,80,1.0,1.0,1.0,0.0
1.0,1,0,180,40,0,6,0,110,30,1.0,1.0,1.0,0.0
1.0,0,1,250,70,0,2,0,180,70,1.0,1.0,0.0,0.0
1.0,0,1,10,0,0,6,0,10,0,1.0,1.0,1.0,1.0
1.0,0,1,600,60,0,0,2,600,60,1.0,1.0,1.0,0.0
1.0,0,1,20,20,1,6,0,20,0,1.0,1.0,1.0,1.0
1.0,0,1,730,150,0,0,6,580,150,1.0,1.0,0.0,0.0
1.0,0,1,1790,150,0,0,0,1750,150,1.0,1.0,0.0,0.0
1.0,1,0,1130,540,3,6,0,210,150,1.0,1.0,1.0,1.0
1.0,1,0,470,60,0,4,0,350,0,1.0,1.0,0.0,0.0
1.0,0,1,860,860,2,5,1,40,90,1.0,1.0,1.0,0.0
1.0,0,1,340,70,0,0,0,200,50,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,0.0,0.0
1.0,0,1,9400,460,0,0,3,9090,370,1.0,1.0,1.0,1.0
1.0,1,0,1020,50,0,0,0,1000,50,1.0,1.0,1.0,0.0
1.0,0,1,3720,280,0,0,6,3590,160,1.0,1.0,0.0,0.0
1.0,0,1,1500,140,0,0,6,1420,0,1.0,1.0,1.0,0.0
1.0,1,0,3860,160,0,0,6,3860,0,1.0,1.0,1.0,0.0
1.0,1,0,3260,3260,3,5,0,0,0,1.0,1.0,1.0,0.0
1.0,1,0,1050,740,2,6,0,840,240,1.0,1.0,1.0,1.0
1.0,0,1,1990,150,0,0,0,1870,0,1.0,1.0,1.0,0.0
1.0,1,0,980,30,0,0,5,980,0,1.0,1.0,0.0,0.0
1.0,0,1,1060,100,0,0,0,900,90,1.0,1.0,1.0,1.0
1.0,1,0,9310,260,0,0,6,5970,260,1.0,1.0,1.0,1.0
1.0,0,1,4110,300,0,0,6,3810,300,1.0,1.0,1.0,1.0
1.0,0,1,3370,310,0,0,0,3270,150,1.0,1.0,1.0,0.0
1.0,0,1,4010,200,0,0,3,3870,200,1.0,1.0,1.0,1.0
1.0,0,1,80,0,0,6,0,80,0,1.0,1.0,1.0,1.0
1.0,1,0,2230,90,0,0,0,2030,90,1.0,1.0,1.0,0.0
1.0,0,1,360,50,0,2,0,360,50,1.0,1.0,0.0,0.0
1.0,1,0,10,20,1,6,0,10,10,1.0,1.0,1.0,0.0
1.0,0,1,1190,60,0,0,0,1040,60,1.0,1.0,1.0,1.0
1.0,1,0,12380,1300,0,0,6,12380,0,1.0,1.0,1.0,0.0
1.0,0,1,20,20,2,6,0,0,20,1.0,1.0,1.0,1.0
1.0,1,0,660,50,0,0,0,590,50,1.0,1.0,1.0,0.0
1.0,0,1,2480,110,0,0,6,2480,110,1.0,1.0,1.0,0.0
1.0,1,0,1890,160,0,2,4,1750,160,1.0,1.0,0.0,0.0
1.0,0,1,520,80,0,0,1,380,80,1.0,1.0,1.0,0.0
1.0,1,0,7090,440,0,0,6,6800,440,1.0,1.0,1.0,0.0
1.0,0,1,10,10,1,6,0,10,0,1.0,1.0,1.0,0.0
1.0,1,0,30,930,1,6,0,30,30,1.0,1.0,1.0,0.0
1.0,1,0,2560,100,0,0,3,2560,0,1.0,1.0,0.0,0.0
1.0,1,0,610,70,0,0,6,540,0,1.0,1.0,1.0,0.0
1.0,0,1,1480,60,0,0,3,1450,60,1.0,1.0,1.0,0.0
1.0,1,0,60,60,2,6,0,30,60,1.0,1.0,1.0,0.0
1.0,1,0,30,50,3,6,0,0,0,1.0,1.0,1.0,0.0
1.0,1,0,1960,90,0,0,1,1960,70,1.0,1.0,1.0,0.0
1.0,1,0,20,20,2,6,0,20,0,1.0,1.0,1.0,0.0
1.0,1,0,10,20,1,6,0,10,10,1.0,1.0,1.0,0.0
1.0,0,1,400,400,2,6,0,110,130,1.0,1.0,1.0,1.0
1.0,1,0,110,110,3,6,0,40,20,1.0,1.0,1.0,1.0
1.0,1,0,4020,160,0,0,3,4020,0,1.0,1.0,1.0,0.0
1.0,0,1,1240,60,0,0,6,1200,50,1.0,1.0,0.0,0.0
1.0,1,0,1570,60,0,0,3,1570,0,1.0,1.0,0.0,0.0
1.0,1,0,610,50,0,0,5,580,50,1.0,1.0,1.0,0.0
1.0,0,1,910,90,0,0,0,790,40,1.0,1.0,1.0,0.0
1.0,0,1,2420,90,0,0,3,2420,90,1.0,1.0,1.0,1.0
1.0,0,1,300,80,0,0,0,230,80,1.0,1.0,1.0,0.0
1.0,1,0,750,90,0,6,0,750,90,1.0,1.0,1.0,0.0
1.0,0,1,20,130,3,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,1310,80,0,0,2,1310,20,1.0,1.0,1.0,1.0
1.0,0,1,90,90,2,6,0,60,90,1.0,1.0,1.0,1.0
1.0,1,0,170,170,2,6,0,90,80,1.0,1.0,1.0,0.0
1.0,0,1,380,40,0,0,0,310,30,1.0,1.0,1.0,1.0
1.0,0,1,650,0,0,3,3,650,0,1.0,1.0,0.0,0.0
1.0,1,0,570,50,0,0,5,480,40,1.0,1.0,1.0,0.0
1.0,1,0,400,670,1,6,0,330,140,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,90,90,2,6,0,40,40,1.0,1.0,1.0,0.0
1.0,0,1,240,240,4,6,0,0,20,1.0,1.0,1.0,1.0
1.0,0,1,7780,6090,1,1,3,7710,300,1.0,1.0,1.0,0.0
1.0,1,0,7960,330,0,0,2,7810,330,1.0,1.0,1.0,0.0
1.0,1,0,370,370,2,6,0,140,0,1.0,1.0,1.0,0.0
1.0,1,0,70,20,1,6,0,70,0,1.0,1.0,1.0,0.0
1.0,0,1,100,100,3,6,0,90,100,1.0,1.0,1.0,0.0
1.0,1,0,4650,370,0,0,4,4340,200,1.0,1.0,1.0,0.0
1.0,1,0,4790,340,0,0,6,4790,0,1.0,1.0,1.0,0.0
1.0,0,1,10,10,1,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,120,40,0,6,0,110,0,1.0,1.0,0.0,0.0
1.0,1,0,980,120,0,0,0,980,120,1.0,1.0,0.0,0.0
1.0,0,1,80,0,0,6,0,80,0,1.0,1.0,1.0,1.0
1.0,0,1,610,50,0,0,6,570,0,1.0,1.0,1.0,0.0
1.0,0,1,2920,3050,4,3,0,0,10,1.0,1.0,1.0,1.0
1.0,1,0,1780,110,0,6,0,1680,80,1.0,1.0,1.0,0.0
1.0,1,0,670,90,0,0,0,570,90,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,840,40,0,1,1,430,40,1.0,1.0,0.0,0.0
1.0,0,1,420,50,0,0,4,340,50,1.0,1.0,1.0,0.0
1.0,0,1,180,50,0,2,0,100,30,1.0,1.0,1.0,1.0
1.0,0,1,1450,120,0,0,0,1290,80,1.0,1.0,1.0,0.0
1.0,0,1,70,0,0,6,0,70,0,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,1530,120,0,0,0,1310,60,1.0,1.0,1.0,0.0
1.0,1,0,1260,120,0,0,1,1160,120,1.0,1.0,1.0,0.0
1.0,0,1,630,50,0,0,5,590,50,1.0,1.0,1.0,1.0
1.0,0,1,20,20,1,6,0,10,20,1.0,1.0,0.0,0.0
1.0,1,0,470,40,0,0,0,430,0,1.0,1.0,1.0,1.0
1.0,1,0,5990,430,0,0,6,5540,0,1.0,1.0,1.0,0.0
1.0,0,1,330,260,2,6,0,0,110,1.0,1.0,1.0,1.0
1.0,1,0,960,140,0,0,0,780,50,1.0,1.0,1.0,0.0
1.0,0,1,3220,380,0,0,2,1960,40,1.0,1.0,0.0,0.0
1.0,0,1,1190,60,0,0,0,1070,60,1.0,1.0,1.0,0.0
1.0,0,1,180,180,2,5,0,20,20,1.0,1.0,1.0,0.0
1.0,0,1,120,100,3,6,0,120,20,1.0,1.0,1.0,1.0
1.0,1,0,2420,100,0,0,0,2310,0,1.0,1.0,1.0,0.0
1.0,0,1,1480,130,0,0,6,1410,60,1.0,1.0,1.0,1.0
1.0,1,0,1610,70,0,1,0,1570,0,1.0,1.0,1.0,0.0
1.0,1,0,20,20,1,6,0,10,10,1.0,1.0,1.0,1.0
1.0,0,1,890,60,0,0,6,860,0,1.0,1.0,0.0,0.0
1.0,1,0,40,40,1,6,0,0,0,1.0,1.0,1.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,310,190,1,5,0,140,30,1.0,1.0,1.0,0.0
1.0,0,1,1470,60,0,0,3,1440,60,1.0,1.0,1.0,0.0
1.0,0,1,7710,1210,0,0,0,7700,370,1.0,1.0,1.0,1.0
1.0,1,0,900,900,2,6,0,10,10,1.0,1.0,1.0,1.0
1.0,1,0,630,80,0,0,6,500,50,1.0,1.0,1.0,0.0
1.0,0,1,860,50,0,0,0,860,50,1.0,1.0,1.0,0.0
1.0,0,1,3200,1920,2,1,2,3170,100,1.0,1.0,0.0,0.0
1.0,1,0,9210,650,0,0,4,9210,0,1.0,1.0,1.0,0.0
1.0,0,1,10,10,0,6,0,10,10,1.0,1.0,1.0,1.0
1.0,1,0,960,900,1,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,60,400,2,6,0,20,0,1.0,1.0,1.0,1.0
1.0,1,0,4890,360,0,0,6,4880,150,1.0,1.0,1.0,1.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,6820,3660,1,0,0,3360,3660,1.0,1.0,1.0,0.0
1.0,1,0,8560,520,0,0,3,8280,520,1.0,1.0,0.0,0.0
1.0,0,1,1100,150,0,0,0,1100,60,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,0.0,0.0
1.0,1,0,1500,110,0,0,6,1420,60,1.0,1.0,0.0,0.0
1.0,0,1,4000,3660,2,2,0,50,80,1.0,1.0,0.0,0.0
1.0,0,1,1140,60,0,1,4,1050,60,1.0,1.0,1.0,1.0
1.0,0,1,1480,110,0,0,6,1350,60,1.0,1.0,1.0,0.0
1.0,0,1,70,0,0,0,0,70,0,1.0,1.0,1.0,0.0
1.0,1,0,80,80,1,6,0,10,10,1.0,1.0,1.0,0.0
1.0,1,0,160,170,2,6,0,160,70,1.0,1.0,1.0,0.0
1.0,1,0,500,60,0,0,0,460,0,1.0,1.0,1.0,0.0
1.0,1,0,600,60,0,0,6,530,40,1.0,1.0,1.0,0.0
1.0,1,0,180,180,2,6,0,100,60,1.0,1.0,1.0,1.0
1.0,1,0,1480,70,0,3,3,1430,70,1.0,1.0,1.0,0.0
1.0,0,1,810,60,0,0,0,710,30,1.0,1.0,0.0,0.0
1.0,0,1,510,200,0,1,0,440,90,1.0,1.0,1.0,1.0
1.0,0,1,1130,100,0,0,6,1030,60,1.0,1.0,1.0,0.0
1.0,1,0,6870,560,0,0,0,6170,560,1.0,1.0,1.0,1.0
1.0,0,1,1330,50,0,0,6,1240,50,1.0,1.0,0.0,0.0
1.0,0,1,940,980,3,3,0,0,10,1.0,1.0,1.0,1.0
1.0,0,1,30,30,1,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,520,90,0,6,0,260,60,1.0,1.0,0.0,0.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,8760,8930,3,4,0,1180,190,1.0,1.0,1.0,1.0
1.0,0,0,540,60,0,0,0,450,60,1.0,1.0,1.0,0.0
1.0,1,0,5580,370,0,0,0,5120,220,1.0,1.0,1.0,1.0
1.0,0,1,2050,120,0,0,2,1890,60,1.0,1.0,1.0,1.0
1.0,1,0,90,90,1,5,0,20,20,1.0,1.0,0.0,0.0
1.0,1,0,3200,120,0,0,0,3060,110,1.0,1.0,0.0,0.0
1.0,0,1,1500,60,0,0,0,1360,60,1.0,1.0,1.0,0.0
1.0,1,0,310,90,0,0,5,220,50,1.0,1.0,1.0,0.0
1.0,1,0,590,60,0,0,0,480,0,1.0,1.0,1.0,0.0
1.0,0,1,14300,720,0,0,6,12800,520,1.0,1.0,1.0,1.0
1.0,1,0,1310,140,0,1,3,1280,60,1.0,1.0,1.0,0.0
1.0,0,1,7300,610,0,0,6,7210,270,1.0,1.0,0.0,0.0
1.0,0,1,140,400,1,5,0,0,400,1.0,1.0,0.0,0.0
1.0,1,0,1970,90,0,0,0,1950,0,1.0,1.0,1.0,0.0
1.0,1,0,3500,210,0,0,0,3370,210,1.0,1.0,1.0,0.0
1.0,1,0,3000,4580,2,5,0,3000,40,1.0,1.0,0.0,0.0
1.0,0,1,920,90,0,0,0,800,50,1.0,1.0,0.0,0.0
1.0,0,1,930,180,0,2,3,460,150,1.0,1.0,1.0,0.0
1.0,0,1,3340,240,0,0,4,3210,240,1.0,1.0,1.0,1.0
1.0,0,1,2520,310,0,0,0,2430,90,1.0,1.0,1.0,0.0
1.0,0,1,980,60,0,3,0,960,60,1.0,1.0,1.0,1.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
1.0,1,0,10360,730,0,0,6,10360,150,1.0,1.0,1.0,1.0
1.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
1.0,0,1,410,30,0,4,0,410,30,1.0,1.0,1.0,0.0
1.0,0,1,320,140,0,1,0,170,140,1.0,1.0,1.0,0.0
1.0,1,0,80,80,1,6,0,20,80,1.0,1.0,1.0,1.0
1.0,1,0,40,60,3,6,0,0,0,1.0,1.0,1.0,1.0
1.0,0,1,340,50,0,0,0,220,40,1.0,1.0,1.0,0.0
1.0,1,0,920,120,0,0,4,870,120,1.0,1.0,1.0,0.0
1.0,0,1,13930,1560,0,0,6,12970,460,1.0,1.0,1.0,1.0
1.0,0,1,1130,60,0,0,0,1010,60,1.0,1.0,1.0,1.0
1.0,0,1,12870,320,0,0,1,7320,320,1.0,1.0,1.0,1.0
1.0,1,0,1610,140,0,0,0,1480,140,1.0,1.0,1.0,1.0
1.0,0,1,130,30,0,0,0,130,0,1.0,1.0,1.0,0.0
1.0,0,1,5950,270,0,0,6,5950,270,1.0,1.0,1.0,0.0
1.0,1,0,740,0,0,0,6,740,0,1.0,1.0,0.0,0.0
1.0,0,1,10,10,0,6,0,10,10,1.0,1.0,1.0,1.0
1.0,0,1,560,120,0,0,1,370,50,1.0,1.0,1.0,0.0
1.0,0,1,590,30,0,2,3,590,0,1.0,1.0,0.0,0.0
1.0,0,1,10,10,1,6,0,10,0,1.0,1.0,1.0,1.0
